Domain,下一步,操作入口,获取方式,处理结果,已确认事实,缺失事实,证据URL,证据日期,外链形式,DR,成功项目数
feedbagel.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://feedbagel.com/submit,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 2 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://feedbagel.com/all/top,2026-09-02,Follow 外链,,
festivaleradicate.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://festivaleradicate.com/submit,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 1 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://festivaleradicate.com/2026/08/16/https-mehrnews-com-x3cpwl-25-mrdad-1405-19-09-kd-mtlb-25-mrdad-1405-19-09-hr-dw-/,2026-09-02,Follow 外链,,
findaffiliates.online,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://www.findaffiliates.online/submit,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 4 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://www.findaffiliates.online/tools/affiliate-program-finder,2026-09-02,Follow 外链,,
findyoursaas.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://findyoursaas.com/tool/vibe-app-scanner-secure-your-vibe-coded-app,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 3 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://findyoursaas.com/tool/donivo,2026-09-02,Follow 外链,,
fordayutthaya.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://fordayutthaya.com/submit,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 1 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://fordayutthaya.com/2026/08/16/moskau-frankfurt-am-main-nach-seiner-frage-bei-einer-pressekonferenz-zur-totung-/,2026-09-02,Follow 外链,,
foundrlist.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://www.foundrlist.com/submit,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 5 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://www.foundrlist.com/product/ideasdirectory,2026-09-02,Follow 外链,,
fsplugins.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://fsplugins.com/submit,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 1 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://fsplugins.com/2026/08/16/getty-goalopinionmanchester-citymaresca-facing-huge-task-at-city-after-community/,2026-09-02,Follow 外链,,
github-profile.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://github-profile.com/submit,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 1 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://github-profile.com/2026/08/17/zweimal-wochentlich-berichten-wir-in-den-lv-latest-news-uber-wissenswertes-und-a/,2026-09-02,Follow 外链,,
go-publicly.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://go-publicly.com/tools,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 45 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://go-publicly.com/launch/applytop,2026-09-02,Follow 外链,,
guadagnareconadsense.net,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://guadagnareconadsense.net/submit,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 1 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://guadagnareconadsense.net/2026/08/18/https-mehrnews-com-x3cpx8-27-mrdad-1405-8-17-kd-mtlb-27-mrdad-1405-8-17-bazafryn/,2026-09-02,Follow 外链,,
haode.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://haode.com/submit-site,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 26 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://haode.com/detail/www.feishu.cn_product_minutes,2026-09-02,Follow 外链,,
haohao.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://www.haohao.com/submit,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 1 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://www.haohao.com/Index/news,2026-09-02,Follow 外链,,
hau.xyz,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://hau.xyz/login?callbackUrl=/submit,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 5 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://hau.xyz/products/prezi,2026-09-02,Follow 外链,,
hunted.space,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://hunted.space/top-products/latest,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 10 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://hunted.space/guides/product-hunt-guides/product-hunt-launch-step-by-step-video-tutorial,2026-09-02,Follow 外链,,
ideaxidea.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://ideaxidea.com/submit,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 5 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://ideaxidea.com/blog/2026-09-01-hangul-app-update/,2026-09-02,Follow 外链,,
idwebtemplate.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://idwebtemplate.com/submit,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 1 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://idwebtemplate.com/2026/08/16/desporto-expresso-diogo-ribeiro-melhorou-o-seu-recorde-nacional-dos-50-metros-li/,2026-09-02,Follow 外链,,
iklanvirus.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://iklanvirus.com/submit,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 1 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://iklanvirus.com/2026/08/17/autorizo-expressamente-o-tratamento-do-meu-endereco-de-correio-eletronico-para-e/,2026-09-02,Follow 外链,,
in-appadvertising.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://in-appadvertising.com/submit,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 1 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://in-appadvertising.com/2026/08/16/banking-financeeditors-picksone-newstop-stories-bw-file-photo-the-peso-could-hol/,2026-09-02,Follow 外链,,
indicator.media,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://indicator.media/privacy,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 40 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://indicator.media/p/briefing-new-web-search-tools-to-cut-through-the-slop,2026-09-02,Follow 外链,,
indiehackerstacks.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://indiehackerstacks.com/tools,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 5 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://indiehackerstacks.com/products/lesfm,2026-09-02,Follow 外链,,
jsminer.net,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://jsminer.net/submit,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 1 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://jsminer.net/2026/08/17/latest-ufc-mma-news-mak-attack-400-pound-power-slap-titan-enters-world-elite-sum/,2026-09-02,Follow 外链,,
justuseapp.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://justuseapp.com/submit,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 4 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://justuseapp.com/free-trial-card/100/zoho-social,2026-09-02,Follow 外链,,
kerja88.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://kerja88.com/submit,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 1 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://kerja88.com/2026/08/18/autorizo-expressamente-o-tratamento-do-meu-endereco-de-correio-eletronico-para-e/,2026-09-02,Follow 外链,,
listedai.co,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://www.listedai.co/submit,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 3 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://www.listedai.co/ai-tools/audio-music,2026-09-02,Follow 外链,,
longterm-wiki.vercel.app,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://longterm-wiki.vercel.app/wiki/E779,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 3 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://longterm-wiki.vercel.app/wiki/E755,2026-09-02,Follow 外链,,
longtermwiki.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://www.longtermwiki.com/wiki/E779,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 3 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://www.longtermwiki.com/wiki/E755,2026-09-02,Follow 外链,,
lovejay.top,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://www.lovejay.top/contribute,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 13 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://www.lovejay.top/favorites/tools,2026-09-02,Follow 外链,,
make3dphotos.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://make3dphotos.com/submit,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 1 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://make3dphotos.com/2026/08/17/news-summary-generated-by-ok-ai-editorially-reviewed-inpha-ibhentsa-yuke-tatha-n/,2026-09-02,Follow 外链,,
marketingdb.live,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://marketingdb.live/submit,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 39 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://marketingdb.live/blog/best-saas-directories-2026,2026-09-02,Follow 外链,,
mcdmedya.com,★ 优先人工确认：链接已是 Follow，只差确认免费档,https://mcdmedya.com/submit,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 1 条外部链接全部为 Follow,链接属性已确认，但免费性未闭环,https://mcdmedya.com/2026/08/16/august-16-2026-by-our-reporter-presidential-candidate-of-the-social-democratic-p/,2026-09-02,Follow 外链,,
